Date,High,Low,Open,Close,Volume,Adj Close
2020-11-23,535.2999877929688,520.6199951171875,526.8499755859375,525.5999755859375,9033900.0,525.4447631835938
2020-11-24,526.47998046875,515.4000244140625,525.7000122070312,518.3099975585938,8662500.0,518.1569213867188
2020-11-25,530.780029296875,520.7999877929688,521.2999877929688,529.3900146484375,6497900.0,529.233642578125
2020-11-27,536.2999877929688,526.8200073242188,535.0,530.4500122070312,4181900.0,530.2933349609375
2020-11-30,536.5,518.8900146484375,530.5999755859375,536.0599975585938,7173800.0,535.9016723632812
2020-12-01,541.1500244140625,529.1300048828125,539.6900024414062,535.5999755859375,7439300.0,535.4417724609375
2020-12-02,546.9400024414062,529.3699951171875,534.02001953125,541.780029296875,7084000.0,541.6199951171875
2020-12-03,546.4000244140625,533.1599731445312,543.5,535.8400268554688,4988000.0,535.8400268554688
2020-12-04,542.4000244140625,535.5499877929688,537.9400024414062,542.3300170898438,5056100.0,542.3300170898438
2020-12-07,549.25,540.0,544.0499877929688,544.27001953125,5581100.0,544.27001953125
2020-12-08,543.9500122070312,531.260009765625,543.4000244140625,534.0,6798000.0,534.0
2020-12-09,536.5599975585938,514.72998046875,532.02001953125,517.22998046875,10032500.0,517.22998046875
2020-12-10,522.75,513.97998046875,514.760009765625,518.8900146484375,5194100.0,518.8900146484375
2020-12-11,520.7999877929688,512.9199829101562,518.6900024414062,520.530029296875,5231600.0,520.530029296875
2020-12-14,535.5499877929688,523.0999755859375,523.52001953125,532.3499755859375,6753900.0,532.3499755859375
2020-12-15,538.5599975585938,527.469970703125,537.5900268554688,534.4199829101562,4837100.0,534.4199829101562
2020-12-16,537.489990234375,528.5,536.9000244140625,529.7000122070312,5577900.0,529.7000122070312
2020-12-17,535.1799926757812,527.1400146484375,534.6699829101562,533.6500244140625,5784600.0,533.6500244140625
2020-12-18,536.2000122070312,522.8200073242188,535.1599731445312,530.8800048828125,8551600.0,530.8800048828125
2020-12-21,534.7999877929688,518.7000122070312,522.989990234375,533.2899780273438,7558300.0,533.2899780273438
2020-12-22,533.489990234375,522.1599731445312,532.77001953125,531.1300048828125,4639500.0,531.1300048828125
2020-12-23,531.0,520.2000122070312,530.239990234375,520.3699951171875,4478600.0,520.3699951171875
2020-12-24,525.2999877929688,517.5499877929688,521.489990234375,519.75,2447100.0,519.75
2020-12-28,522.5,510.5299987792969,522.5,516.0,5314100.0,516.0
2020-12-29,522.9000244140625,513.6900024414062,517.0,517.72998046875,4259300.0,517.72998046875
2020-12-30,528.5499877929688,515.8699951171875,519.6099853515625,525.8300170898438,5634900.0,525.8300170898438
2020-12-31,526.0399780273438,516.5999755859375,525.4600219726562,522.2000122070312,4810600.0,522.2000122070312
2021-01-04,546.0999755859375,518.5,524.1699829101562,524.5399780273438,14016000.0,524.5399780273438
2021-01-05,537.739990234375,523.47998046875,523.989990234375,536.1900024414062,8069000.0,536.1900024414062
2021-01-06,529.7999877929688,503.44000244140625,528.9000244140625,504.5799865722656,14510600.0,504.5799865722656
2021-01-07,535.1099853515625,515.4600219726562,518.7000122070312,533.760009765625,11537000.0,533.760009765625
2021-01-08,536.8400268554688,521.6799926757812,534.5,531.0700073242188,7313200.0,531.0700073242188
2021-01-11,558.4400024414062,534.5,536.75,544.8599853515625,12975700.0,544.8599853515625
2021-01-12,550.1799926757812,533.7999877929688,550.0999755859375,539.3900146484375,7286900.0,539.3900146484375
