Date,High,Low,Open,Close,Volume,Adj Close
2020-11-23,1458.0999755859375,1413.989990234375,1431.469970703125,1451.77001953125,638800,1451.77001953125
2020-11-24,1460.6500244140625,1401.3499755859375,1458.2900390625,1439.280029296875,582400,1439.280029296875
2020-11-25,1484.22998046875,1445.0,1447.9100341796875,1480.3599853515625,489400,1480.3599853515625
2020-11-27,1519.1800537109375,1463.27001953125,1480.0,1513.4300537109375,286800,1513.4300537109375
2020-11-30,1558.260009765625,1475.8499755859375,1529.510009765625,1553.3299560546875,722600,1553.3299560546875
2020-12-01,1577.0,1516.550048828125,1556.0400390625,1521.6600341796875,558100,1521.6600341796875
2020-12-02,1525.3900146484375,1483.3399658203125,1517.5400390625,1522.8599853515625,468500,1522.8599853515625
2020-12-03,1569.9599609375,1533.300048828125,1537.300048828125,1560.3399658203125,402700,1560.3399658203125
2020-12-04,1566.8299560546875,1529.0,1566.8299560546875,1557.3800048828125,290900,1557.3800048828125
2020-12-07,1589.1099853515625,1551.4300537109375,1557.199951171875,1575.5999755859375,358800,1575.5999755859375
2020-12-08,1628.9100341796875,1575.0,1580.0,1615.8800048828125,401400,1615.8800048828125
2020-12-09,1619.8800048828125,1517.0899658203125,1619.8800048828125,1536.5400390625,858000,1536.5400390625
2020-12-10,1598.0,1512.5999755859375,1531.550048828125,1589.52001953125,447200,1589.52001953125
2020-12-11,1606.6300048828125,1572.030029296875,1597.0,1606.6300048828125,479200,1606.6300048828125
2020-12-14,1640.0,1610.0,1612.0,1618.06005859375,479700,1618.06005859375
2020-12-15,1676.9200439453125,1634.1099853515625,1634.1099853515625,1668.989990234375,528400,1668.989990234375
2020-12-16,1675.22998046875,1640.0,1670.0,1669.5400390625,514400,1669.5400390625
2020-12-17,1694.0,1661.469970703125,1671.77001953125,1679.989990234375,375700,1679.989990234375
2020-12-18,1727.969970703125,1676.3800048828125,1697.6600341796875,1723.6800537109375,531800,1723.6800537109375
2020-12-21,1726.7099609375,1665.300048828125,1707.6500244140625,1697.8900146484375,457100,1697.8900146484375
2020-12-22,1735.75,1701.6800537109375,1713.6500244140625,1732.3900146484375,309800,1732.3900146484375
2020-12-23,1735.3900146484375,1667.010009765625,1729.260009765625,1670.010009765625,419100,1670.010009765625
2020-12-24,1694.47998046875,1665.9000244140625,1672.0,1690.47998046875,132800,1690.47998046875
2020-12-28,1703.3199462890625,1625.699951171875,1700.0,1663.719970703125,285900,1663.719970703125
2020-12-29,1689.4100341796875,1640.030029296875,1680.0,1673.489990234375,278300,1673.489990234375
2020-12-30,1723.9599609375,1659.5999755859375,1690.0,1712.93994140625,304300,1712.93994140625
2020-12-31,1718.5899658203125,1660.9000244140625,1718.5899658203125,1675.219970703125,254200,1675.219970703125
2021-01-04,1725.0,1612.5699462890625,1690.989990234375,1640.0,851000,1640.0
2021-01-05,1704.25,1630.0,1639.3800048828125,1650.0,530400,1650.0
2021-01-06,1627.3199462890625,1564.949951171875,1627.3199462890625,1571.97998046875,584700,1571.97998046875
2021-01-07,1629.3299560546875,1570.5699462890625,1616.969970703125,1597.969970703125,1170800,1597.969970703125
2021-01-08,1719.260009765625,1612.8299560546875,1623.8399658203125,1719.0,737300,1719.0
2021-01-11,1794.780029296875,1675.0,1701.1600341796875,1761.550048828125,599700,1761.550048828125
2021-01-12,1845.25,1777.949951171875,1792.0799560546875,1810.0899658203125,616300,1810.0899658203125
