researchDevelopment,5163000000
incomeBeforeTax,33579000000
netIncome,28755000000
sellingGeneralAdministrative,5631000000
grossProfit,44328000000
ebit,33534000000
endDate,1608940800
operatingIncome,33534000000
interestExpense,-638000000
incomeTaxExpense,4824000000
totalRevenue,111439000000
totalOperatingExpenses,77905000000
costOfRevenue,67111000000
totalOtherIncomeExpenseNet,45000000
netIncomeFromContinuingOps,28755000000
netIncomeApplicableToCommonShares,28755000000
