Date,High,Low,Open,Close,Volume,Adj Close
2020-11-23,27.520000457763672,27.059999465942383,27.110000610351562,27.389999389648438,45421200.0,27.085811614990234
2020-11-24,28.989999771118164,27.920000076293945,27.93000030517578,28.979999542236328,80387800.0,28.658153533935547
2020-11-25,29.040000915527344,28.479999542236328,28.709999084472656,29.030000686645508,57249900.0,28.707599639892578
2020-11-27,29.100000381469727,28.809999465942383,28.969999313354492,28.989999771118164,25971600.0,28.66804313659668
2020-11-30,28.860000610351562,28.100000381469727,28.719999313354492,28.15999984741211,63567900.0,27.847259521484375
2020-12-01,29.040000915527344,28.670000076293945,28.739999771118164,28.690000534057617,50307300.0,28.371374130249023
2020-12-02,29.18000030517578,28.530000686645508,28.690000534057617,29.059999465942383,45257500.0,28.737266540527344
2020-12-03,29.100000381469727,28.6299991607666,28.940000534057617,28.90999984741211,54013700.0,28.76711654663086
2020-12-04,29.43000030517578,29.0,29.200000762939453,29.290000915527344,66188200.0,29.145238876342773
2020-12-07,29.149999618530273,28.690000534057617,28.899999618530273,29.09000015258789,42197800.0,28.946226119995117
2020-12-08,29.149999618530273,28.770000457763672,28.860000610351562,28.93000030517578,33869100.0,28.787017822265625
2020-12-09,29.25,28.75,29.25,28.799999237060547,54886300.0,28.65765953063965
2020-12-10,29.1299991607666,28.469999313354492,28.6299991607666,29.110000610351562,58859600.0,28.966129302978516
2020-12-11,28.75,28.299999237060547,28.68000030517578,28.56999969482422,40538400.0,28.428796768188477
2020-12-14,28.959999084472656,28.139999389648438,28.920000076293945,28.219999313354492,40267100.0,28.08052635192871
2020-12-15,28.81999969482422,28.25,28.350000381469727,28.639999389648438,43717800.0,28.498449325561523
2020-12-16,28.81999969482422,28.440000534057617,28.799999237060547,28.719999313354492,42463200.0,28.578054428100586
2020-12-17,28.920000076293945,28.530000686645508,28.709999084472656,28.829999923706055,43182700.0,28.687511444091797
2020-12-18,29.100000381469727,28.56999969482422,28.889999389648438,28.670000076293945,82817200.0,28.528303146362305
2020-12-21,29.989999771118164,28.729999542236328,29.100000381469727,29.739999771118164,93397400.0,29.593013763427734
2020-12-22,29.780000686645508,29.170000076293945,29.780000686645508,29.209999084472656,39054300.0,29.06563377380371
2020-12-23,30.350000381469727,29.329999923706055,29.389999389648438,30.049999237060547,52537200.0,29.90148162841797
2020-12-24,30.270000457763672,29.739999771118164,30.270000457763672,29.959999084472656,22632300.0,29.811925888061523
2020-12-28,30.549999237060547,29.989999771118164,30.229999542236328,30.1299991607666,32861200.0,29.98108673095703
2020-12-29,30.25,29.93000030517578,30.170000076293945,30.010000228881836,33291900.0,29.86168098449707
2020-12-30,30.219999313354492,29.940000534057617,30.0,29.979999542236328,26370100.0,29.83182716369629
2020-12-31,30.389999389648438,29.899999618530273,30.010000228881836,30.309999465942383,28716000.0,30.16019630432129
2021-01-04,30.56999969482422,29.75,30.459999084472656,30.030000686645508,51483900.0,29.881582260131836
2021-01-05,30.540000915527344,29.90999984741211,30.170000076293945,30.260000228881836,48507000.0,30.110445022583008
2021-01-06,32.619998931884766,31.360000610351562,31.899999618530273,32.150001525878906,107002800.0,31.991104125976562
2021-01-07,33.619998931884766,32.84000015258789,33.310001373291016,32.86000061035156,74358500.0,32.697593688964844
2021-01-08,33.0,32.11000061035156,32.91999816894531,32.529998779296875,44641400.0,32.369224548339844
2021-01-11,33.130001068115234,31.899999618530273,32.09000015258789,33.06999969482422,51899600.0,32.90655517578125
2021-01-12,33.970001220703125,33.20000076293945,33.41999816894531,33.65999984741211,68166200.0,33.4936408996582
