Date,High,Low,Open,Close,Volume,Adj Close
2020-11-23,49.599998474121094,49.08000183105469,49.59000015258789,49.189998626708984,38979600.0,48.6866569519043
2020-11-24,49.880001068115234,49.34000015258789,49.599998474121094,49.849998474121094,39275200.0,49.339900970458984
2020-11-25,49.599998474121094,49.2599983215332,49.400001525878906,49.56999969482422,47358000.0,49.062767028808594
2020-11-27,50.16999816894531,49.90999984741211,49.95000076293945,50.040000915527344,27040300.0,49.52796173095703
2020-11-30,49.310001373291016,48.709999084472656,49.310001373291016,48.72999954223633,60622800.0,48.23136520385742
2020-12-01,49.880001068115234,49.349998474121094,49.59000015258789,49.689998626708984,50376400.0,49.18153762817383
2020-12-02,49.86000061035156,49.41999816894531,49.61000061035156,49.7599983215332,42826100.0,49.250823974609375
2020-12-03,50.58000183105469,50.189998626708984,50.22999954223633,50.33000183105469,61408300.0,49.81499481201172
2020-12-04,50.880001068115234,50.630001068115234,50.720001220703125,50.849998474121094,42230900.0,50.32966995239258
2020-12-07,50.9900016784668,50.650001525878906,50.779998779296875,50.849998474121094,43115100.0,50.32966995239258
2020-12-08,50.869998931884766,50.630001068115234,50.790000915527344,50.869998931884766,28632600.0,50.349464416503906
2020-12-09,51.029998779296875,50.189998626708984,51.029998779296875,50.43000030517578,40762600.0,49.91396713256836
2020-12-10,51.13999938964844,50.34000015258789,50.369998931884766,51.08000183105469,36032000.0,50.55731964111328
2020-12-11,50.90999984741211,50.630001068115234,50.7599983215332,50.720001220703125,38034400.0,50.20100402832031
2020-12-14,50.349998474121094,49.90999984741211,50.31999969482422,49.939998626708984,34407200.0,49.939998626708984
2020-12-15,50.5099983215332,50.02000045776367,50.15999984741211,50.47999954223633,39347100.0,50.47999954223633
2020-12-16,50.79999923706055,50.470001220703125,50.58000183105469,50.720001220703125,38243300.0,50.720001220703125
2020-12-17,51.11000061035156,50.88999938964844,51.04999923706055,51.04999923706055,36323800.0,51.04999923706055
2020-12-18,51.02000045776367,50.779998779296875,50.95000076293945,50.9900016784668,47662800.0,50.9900016784668
2020-12-21,50.45000076293945,49.84000015258789,49.86000061035156,50.2400016784668,48558100.0,50.2400016784668
2020-12-22,50.15999984741211,49.77000045776367,50.11000061035156,49.84000015258789,35229900.0,49.84000015258789
2020-12-23,50.459999084472656,50.25,50.31999969482422,50.349998474121094,36469400.0,50.349998474121094
2020-12-24,50.33000183105469,49.86000061035156,50.209999084472656,50.130001068115234,20689000.0,50.130001068115234
2020-12-28,50.439998626708984,50.15999984741211,50.369998931884766,50.27000045776367,26906100.0,50.27000045776367
2020-12-29,51.060001373291016,50.68000030517578,50.720001220703125,51.02000045776367,41965900.0,51.02000045776367
2020-12-30,51.880001068115234,51.59000015258789,51.63999938964844,51.70000076293945,35759500.0,51.70000076293945
2020-12-31,52.0,51.36000061035156,51.9900016784668,51.66999816894531,35680200.0,51.66999816894531
2021-01-04,52.810001373291016,51.83000183105469,52.619998931884766,52.0,48201300.0,52.0
2021-01-05,53.27000045776367,52.4900016784668,52.4900016784668,53.25,53358000.0,53.25
2021-01-06,53.439998626708984,52.65999984741211,52.849998474121094,52.79999923706055,56418700.0,52.79999923706055
2021-01-07,53.29999923706055,52.81999969482422,53.08000183105469,53.29999923706055,41031300.0,53.29999923706055
2021-01-08,54.7400016784668,53.939998626708984,54.25,54.709999084472656,76024300.0,54.709999084472656
2021-01-11,54.29999923706055,53.90999984741211,53.9900016784668,53.970001220703125,40816400.0,53.970001220703125
2021-01-12,54.61000061035156,54.15999984741211,54.310001373291016,54.5,47570500.0,54.5
